name,color,top,left,font_size,R,G,B,cluster,cluster_name
bc underground hip hop,#a48709,0.39155058232473167,0.692,102,0.6431372549019608,0.5294117647058824,0.03529411764705882,7,dance pop
south african hip hop,#a48809,0.4257136332496004,0.696,102,0.6431372549019608,0.5333333333333333,0.03529411764705882,8,musica mexicana
metallic hardcore,#e64e3c,0.4107787166019639,0.18066666666666667,102,0.9019607843137255,0.3058823529411765,0.23529411764705882,6,modern rock
christlicher rap,#ab8609,0.47503996346197763,0.6553333333333333,102,0.6705882352941176,0.5254901960784314,0.03529411764705882,8,musica mexicana
latin classical,#3e9c7e,0.9238638958666362,0.5026666666666667,102,0.24313725490196078,0.611764705882353,0.49411764705882355,10,lo-fi beats
narodna muzika,#a97f06,0.4869148207353277,0.4026666666666667,102,0.6627450980392157,0.4980392156862745,0.023529411764705882,1,pop
nordic soundtrack,#419cc0,0.6877369262388673,0.18466666666666667,102,0.2549019607843137,0.611764705882353,0.7529411764705882,4,classical
canadian folk,#719713,0.6149349166476364,0.44533333333333336,102,0.44313725490196076,0.592156862745098,0.07450980392156863,11,classic rock
bergamo indie,#b27d2b,0.3282484585521809,0.35133333333333333,102,0.6980392156862745,0.49019607843137253,0.16862745098039217,5,rock
kurdish pop,#9e830a,0.5069650605160996,0.5093333333333333,102,0.6196078431372549,0.5137254901960784,0.0392156862745098,8,musica mexicana
ska revival,#9f832e,0.5430006850879197,0.708,102,0.6235294117647059,0.5137254901960784,0.1803921568627451,8,musica mexicana
classic arab pop,#7f8815,0.6659968029230418,0.4026666666666667,102,0.4980392156862745,0.5333333333333333,0.08235294117647059,11,classic rock
german metalcore,#e55329,0.20319707695820963,0.13333333333333333,102,0.8980392156862745,0.3254901960784314,0.1607843137254902,6,modern rock
taiwan hip hop,#ac8608,0.2335693080612012,0.668,102,0.6745098039215687,0.5254901960784314,0.03137254901960784,7,dance pop
norwegian rock,#a67a1e,0.49125371089289793,0.318,102,0.6509803921568628,0.47843137254901963,0.11764705882352941,5,rock
italian romanticism,#2e9738,0.9793560173555607,0.23266666666666666,102,0.1803921568627451,0.592156862745098,0.2196078431372549,0,easy listening
j-indie,#af7c2b,0.30696506051609956,0.3546666666666667,102,0.6862745098039216,0.48627450980392156,0.16862745098039217,5,rock
belgian rock,#998523,0.37478876455811827,0.406,102,0.6,0.5215686274509804,0.13725490196078433,1,pop
buffalo hip hop,#99890e,0.47056405572048415,0.634,102,0.6,0.5372549019607843,0.054901960784313725,8,musica mexicana
uk melodic rap,#999502,0.5058689198447134,0.7053333333333334,102,0.6,0.5843137254901961,0.00784313725490196,8,musica mexicana
japanese alternative pop,#9a882a,0.36802923041790364,0.42933333333333334,102,0.6039215686274509,0.5333333333333333,0.16470588235294117,1,pop
dark post-punk,#c17a84,0.11870290020552637,0.25866666666666666,102,0.7568627450980392,0.47843137254901963,0.5176470588235295,13,edm
deutschrock,#de5e0b,0.2505138159397123,0.24,102,0.8705882352941177,0.3686274509803922,0.043137254901960784,6,modern rock
cdo indie,#8f8a5e,0.34733957524548986,0.558,102,0.5607843137254902,0.5411764705882353,0.3686274509803922,13,edm
samba reggae,#bd7406,0.3514044302352135,0.6086666666666667,102,0.7411764705882353,0.4549019607843137,0.023529411764705882,7,dance pop
japanese jazz,#6c8e71,0.6960493263302123,0.5286666666666666,102,0.4235294117647059,0.5568627450980392,0.44313725490196076,10,lo-fi beats
gospel r&b,#968606,0.43621831468371774,0.46,102,0.5882352941176471,0.5254901960784314,0.023529411764705882,1,pop
bergen indie,#a08530,0.35012559945192967,0.37133333333333335,101,0.6274509803921569,0.5215686274509804,0.18823529411764706,5,rock
belgian indie,#908b32,0.4006850879196164,0.3546666666666667,101,0.5647058823529412,0.5450980392156862,0.19607843137254902,5,rock
shanty,#668e0e,0.7192966430691938,0.5773333333333334,101,0.4,0.5568627450980392,0.054901960784313725,9,adult standards
classic disco polo,#c38112,0.10385932861383877,0.63,101,0.7647058823529411,0.5058823529411764,0.07058823529411765,7,dance pop
south african alternative,#998724,0.35651975336834896,0.49333333333333335,101,0.6,0.5294117647058824,0.1411764705882353,1,pop
psychedelic pop,#918b4d,0.4575930577757479,0.34,101,0.5686274509803921,0.5450980392156862,0.30196078431372547,5,rock
auckland indie,#a0832c,0.36802923041790364,0.31133333333333335,101,0.6274509803921569,0.5137254901960784,0.17254901960784313,5,rock
musica para criancas,#729818,0.5905457867092944,0.7033333333333334,101,0.4470588235294118,0.596078431372549,0.09411764705882353,8,musica mexicana
comedy,#9a4a05,0.8477277917332724,0.6793333333333333,101,0.6039215686274509,0.2901960784313726,0.0196078431372549,9,adult standards
folktronica,#7c9167,0.5075131308517926,0.436,101,0.48627450980392156,0.5686274509803921,0.403921568627451,3,sleep
early us punk,#ce4f22,0.4777346426124686,0.2673333333333333,101,0.807843137254902,0.30980392156862746,0.13333333333333333,6,modern rock
turkce kadin rap,#999413,0.22895638273578442,0.686,101,0.6,0.5803921568627451,0.07450980392156863,7,dance pop
electroclash,#b7855b,0.09207581639643754,0.6193333333333333,101,0.7176470588235294,0.5215686274509804,0.3568627450980392,13,edm
